order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,line_amount,category,gender,customer_region,loyalty_tier
O775987,C00279,P0024,4,14.57,2025-07-06,Delayed,Bank Transfer,East,0.2,46.62,Storage,Other,West,Gold
O871258,C00158,P0013,1,8.8,2025-07-06,Cancelled,Credit Card,North,0.2,7.04,Cleaning,Other,East,Bronze
O657370,C00327,P0030,1,36.47,2025-07-06,Delivered,Bank Transfer,East,0.2,29.18,Cleaning,Male,East,Bronze
O103110,C00198,P0006,3,19.87,2025-07-06,Delayed,Credit Card,South,0.2,47.69,Cleaning,Male,West,Gold
O859662,C00208,P0025,3,27.81,2025-07-06,Delivered,Credit Card,West,0.2,66.74,Cleaning,Female,East,Silver
O379582,C00353,P0029,1,15.74,2025-07-06,Cancelled,PayPal,South,0.1,14.17,Cleaning,Other,West,Gold
O638303,C00464,P0025,1,17.17,2025-07-06,Delayed,PayPal,North,0.0,17.17,Cleaning,Male,Central,Gold
O184957,C00473,P0006,3,19.48,2025-07-06,Delivered,PayPal,East,0.0,58.44,Cleaning,Male,North,Bronze
O327026,C00045,P0026,5,24.79,2025-07-06,Delayed,Credit Card,South,0.1,111.56,Storage,Female,West,Bronze
O204148,C00183,P0007,1,9.8,2025-07-06,Delivered,Bank Transfer,West,0.1,8.82,Personal Care,Female,South,Gold
O362682,C00385,P0025,3,46.74,2025-07-06,Delivered,Credit Card,North,0.0,140.22,Cleaning,Male,South,Gold
O792284,C00301,P0023,5,38.28,2025-07-06,Delivered,Credit Card,East,0.1,172.26,Outdoors,Female,Central,Gold
O196568,C00151,P0026,3,23.68,2025-07-06,Cancelled,Credit Card,South,0.15,60.38,Storage,Female,Central,Gold
O793254,C00302,P0007,3,27.83,2025-07-06,Delayed,Bank Transfer,East,0.0,83.49,Personal Care,Male,South,Silver
O142459,C00263,P0004,5,46.32,2025-07-06,Delivered,Credit Card,Central,0.05,220.02,Kitchen,Male,Central,Gold
O501728,C00456,P0004,3,46.35,2025-07-06,Delivered,Bank Transfer,South,0.05,132.1,Kitchen,Male,East,Bronze
O563413,C00240,P0009,4,33.18,2025-07-06,Delivered,Credit Card,Central,0.1,119.45,Outdoors,Female,North,Silver
O891725,C00185,P0024,4,15.37,2025-07-06,Delivered,PayPal,East,0.2,49.18,Storage,Male,East,Silver
O269763,C00054,P0028,4,35.51,2025-07-06,Delivered,Credit Card,Central,0.1,127.84,Outdoors,Female,East,Silver
O235806,C00500,P0011,5,46.72,2025-07-06,Delayed,Credit Card,West,0.15,198.56,Kitchen,Male,North,Gold
O143970,C00033,P0010,2,29.41,2025-07-06,Delayed,Bank Transfer,West,0.2,47.06,Cleaning,Other,North,Gold
O770065,C00396,P0018,2,19.46,2025-07-06,Delivered,PayPal,South,0.2,31.14,Storage,Male,North,Gold
O877142,C00198,P0019,1,47.47,2025-07-06,Delayed,PayPal,North,0.1,42.72,Kitchen,Male,West,Gold
O629967,C00141,P0016,3,30.63,2025-07-06,Cancelled,PayPal,East,0.0,91.89,Cleaning,Female,Central,Gold
O789387,C00307,P0001,5,38.41,2025-07-06,Delivered,Bank Transfer,South,0.1,172.84,Storage,Male,South,Bronze
O243534,C00259,P0002,1,26.84,2025-07-06,Delayed,Credit Card,North,0.05,25.5,Cleaning,Female,West,Gold
O285690,C00163,P0012,1,27.71,2025-07-06,Delayed,Bank Transfer,South,0.05,26.32,Cleaning,Female,Unknown,Silver
O793209,C00028,P0011,2,44.61,2025-07-06,Delayed,Credit Card,North,0.15,75.84,Kitchen,Female,North,Gold
O651525,C00243,P0008,3,23.08,2025-07-06,Delivered,Credit Card,East,0.1,62.32,Storage,Other,West,Silver
O691712,C00151,P0010,5,26.86,2025-07-06,Cancelled,Credit Card,Central,0.1,120.87,Cleaning,Female,Central,Gold
O374860,C00020,P0003,4,21.14,2025-07-06,Delayed,Credit Card,West,0.05,80.33,Cleaning,Female,East,Gold
O403638,C00108,P0027,5,19.22,2025-07-06,Delayed,Credit Card,North,0.1,86.49,Outdoors,Female,West,Bronze
O323924,C00457,P0030,5,15.8,2025-07-06,Delivered,Credit Card,East,0.15,67.15,Cleaning,Female,South,Gold
O929114,C00208,P0018,4,48.03,2025-07-06,Delivered,PayPal,East,0.05,182.51,Storage,Female,East,Silver
O854947,C00143,P0013,2,39.47,2025-07-06,Delayed,PayPal,West,0.1,71.05,Cleaning,Other,Central,Gold
O667600,C00437,P0002,2,31.96,2025-07-06,Delivered,PayPal,West,0.2,51.14,Cleaning,Other,West,Silver
O578868,C00244,P0018,3,38.41,2025-07-06,Delivered,Credit Card,East,0.05,109.47,Storage,Male,West,Bronze
O508301,C00053,P0002,4,33.87,2025-07-06,Delayed,Credit Card,West,0.1,121.93,Cleaning,Female,North,Gold
O589213,C00100,P0024,4,41.25,2025-07-06,Cancelled,PayPal,East,0.1,148.5,Storage,Male,South,Gold
O436218,C00139,P0022,4,18.64,2025-07-06,Delivered,Credit Card,West,0.2,59.65,Cleaning,Other,Central,Bronze
O557455,C00316,P0015,2,14.35,2025-07-06,Delivered,Credit Card,Central,0.0,28.7,Storage,Female,South,Gold
O329607,C00193,P0027,2,26.84,2025-07-06,Delayed,PayPal,West,0.15,45.63,Outdoors,Female,South,Gold
O738737,C00462,P0025,5,24.97,2025-07-06,Delayed,Credit Card,Central,0.1,112.36,Cleaning,Other,West,Gold
O130495,C00359,P0028,5,21.59,2025-07-06,Delayed,PayPal,Central,0.1,97.16,Outdoors,Male,West,Gold
O404741,C00459,P0009,4,9.49,2025-07-06,Delivered,PayPal,Central,0.15,32.27,Outdoors,Female,North,Gold
O408907,C00400,P0009,1,21.5,2025-07-06,Cancelled,Credit Card,East,0.05,20.42,Outdoors,Male,Central,Gold
O815716,C00047,P0017,2,14.59,2025-07-06,Delivered,Credit Card,Central,0.15,24.8,Personal Care,Female,West,Bronze
O441373,C00484,P0028,1,49.18,2025-07-06,Delivered,PayPal,North,0.2,39.34,Outdoors,Male,North,Gold
O563418,C00291,P0017,1,27.55,2025-07-06,Cancelled,Credit Card,East,0.1,24.8,Personal Care,Other,East,Gold
O772472,C00358,P0027,2,24.3,2025-07-06,Cancelled,Bank Transfer,Central,0.1,43.74,Outdoors,Female,West,Gold
O652944,C00051,P0028,1,18.25,2025-07-06,Delivered,Bank Transfer,North,0.1,16.42,Outdoors,Female,East,Gold
O333425,C00421,P0015,2,25.84,2025-07-06,Delayed,PayPal,North,0.05,49.1,Storage,Female,West,Gold
O572079,C00092,P0003,5,32.09,2025-07-06,Delivered,PayPal,South,0.15,136.38,Cleaning,Male,East,Gold
O304458,C00264,P0003,3,40.0,2025-07-06,Delayed,Bank Transfer,North,0.2,96.0,Cleaning,Female,Central,Bronze
O334583,C00396,P0004,5,23.97,2025-07-06,Cancelled,Bank Transfer,East,0.1,107.86,Kitchen,Male,North,Gold
O218113,C00276,P0010,1,33.54,2025-07-06,Delayed,PayPal,South,0.15,28.51,Cleaning,Female,West,Gold
O675709,C00475,P0030,5,14.9,2025-07-06,Delivered,Credit Card,East,0.05,70.77,Cleaning,Female,North,Bronze
O852495,C00295,P0001,4,48.83,2025-07-06,Delayed,Credit Card,North,0.1,175.79,Storage,Other,North,Bronze
O114581,C00453,P0013,1,36.15,2025-07-06,Delivered,Bank Transfer,Central,0.1,32.53,Cleaning,Male,West,Silver
O869739,C00303,P0012,2,49.68,2025-07-06,Delayed,Bank Transfer,East,0.2,79.49,Cleaning,Other,Central,Bronze
O627371,C00035,P0001,3,12.94,2025-07-06,Delayed,Credit Card,West,0.2,31.06,Storage,Other,South,Silver
O446256,C00376,P0005,5,47.72,2025-07-06,Delayed,Bank Transfer,Central,0.0,238.6,Personal Care,Female,South,Bronze
O629295,C00282,P0009,4,33.63,2025-07-06,Delivered,Bank Transfer,East,0.2,107.62,Outdoors,Male,West,Bronze
O660778,C00242,P0014,2,34.31,2025-07-06,Delayed,Bank Transfer,South,0.05,65.19,Outdoors,Female,West,Bronze
O682145,C00130,P0013,4,37.01,2025-07-06,Cancelled,Credit Card,Central,0.15,125.83,Cleaning,Female,South,Gold
O520047,C00222,P0011,5,46.56,2025-07-06,Cancelled,Bank Transfer,West,0.05,221.16,Kitchen,Female,East,Silver
O552647,C00355,P0018,3,43.68,2025-07-06,Delivered,Credit Card,West,0.15,111.38,Storage,Female,East,Silver
O900419,C00015,P0014,4,38.94,2025-07-06,Delayed,Bank Transfer,North,0.1,140.18,Outdoors,Female,Central,Bronze
O827688,C00329,P0014,4,32.67,2025-07-06,Cancelled,Credit Card,West,0.1,117.61,Outdoors,Female,South,Gold
O219948,C00120,P0006,5,41.84,2025-07-06,Delayed,Credit Card,Central,0.2,167.36,Cleaning,Female,West,Gold
O425141,C00016,P0002,2,40.42,2025-07-06,Delivered,PayPal,South,0.2,64.67,Cleaning,Other,North,Gold
O161630,C00173,P0002,1,20.6,2025-07-06,Delayed,Bank Transfer,South,0.1,18.54,Cleaning,Female,West,Gold
O103312,C00314,P0005,3,43.69,2025-07-06,Delayed,PayPal,West,0.15,111.41,Personal Care,Female,South,Gold
O242110,C00232,P0012,5,37.76,2025-07-06,Delayed,Credit Card,North,0.05,179.36,Cleaning,Male,Central,Gold
O356090,C00342,P0005,4,37.84,2025-07-06,Delayed,Credit Card,Central,0.15,128.66,Personal Care,Other,East,Unknown
O102182,C00021,P0002,2,24.4,2025-07-06,Delivered,Credit Card,South,0.1,43.92,Cleaning,Male,South,Silver
O879346,C00014,P0023,2,37.05,2025-07-06,Cancelled,Credit Card,East,0.1,66.69,Outdoors,Other,Central,Gold
O363989,C00028,P0024,1,18.29,2025-07-06,Cancelled,Credit Card,Central,0.1,16.46,Storage,Female,North,Gold
O401157,C00291,P0002,3,35.14,2025-07-06,Delayed,PayPal,North,0.0,105.42,Cleaning,Other,East,Gold
O787776,C00245,P0021,4,15.66,2025-07-06,Delayed,Credit Card,East,0.05,59.51,Kitchen,Male,North,Gold
O428734,C00182,P0001,1,17.08,2025-07-06,Delayed,Credit Card,Central,0.1,15.37,Storage,Other,South,Gold
O602302,C00103,P0020,1,44.03,2025-07-06,Delayed,Credit Card,Central,0.0,44.03,Cleaning,Male,Central,Gold
O171868,C00191,P0008,5,44.09,2025-07-06,Delivered,Credit Card,Central,0.1,198.41,Storage,Other,East,Silver
O216716,C00428,P0015,2,29.55,2025-07-06,Delayed,Credit Card,West,0.05,56.14,Storage,Female,North,Gold
O165413,C00196,P0027,5,31.89,2025-07-06,Cancelled,Credit Card,South,0.0,159.45,Outdoors,Female,South,Gold
O546637,C00055,P0023,1,13.07,2025-07-06,Delayed,PayPal,Central,0.1,11.76,Outdoors,Female,North,Gold
O711111,C00124,P0024,5,28.04,2025-07-06,Delayed,Credit Card,North,0.05,133.19,Storage,Female,North,Gold
O150872,C00140,P0024,1,30.09,2025-07-06,Delayed,Credit Card,North,0.05,28.59,Storage,Female,South,Silver
O181785,C00358,P0006,2,48.61,2025-07-06,Cancelled,Credit Card,South,0.2,77.78,Cleaning,Female,West,Gold
O131605,C00444,P0015,2,9.42,2025-07-06,Delayed,Credit Card,North,0.15,16.01,Storage,Female,West,Gold
O758679,C00468,P0016,2,20.27,2025-07-06,Delayed,Bank Transfer,Central,0.15,34.46,Cleaning,Female,North,Gold
O425005,C00092,P0008,2,17.84,2025-07-06,Delivered,Credit Card,East,0.15,30.33,Storage,Male,East,Gold
O702846,C00265,P0018,4,12.52,2025-07-06,Cancelled,Credit Card,East,0.1,45.07,Storage,Male,West,Gold
O960822,C00388,P0026,3,32.28,2025-07-06,Delivered,Credit Card,South,0.1,87.16,Storage,Male,North,Gold
O512793,C00029,P0029,4,8.53,2025-07-06,Delayed,Bank Transfer,West,0.1,30.71,Cleaning,Male,North,Silver
O540606,C00171,P0017,1,9.12,2025-07-06,Cancelled,Bank Transfer,North,0.1,8.21,Personal Care,Male,Central,Silver
O223884,C00174,P0009,2,33.12,2025-07-06,Delayed,PayPal,South,0.1,59.62,Outdoors,Other,South,Bronze
O819840,C00365,P0004,4,45.49,2025-07-06,Delayed,PayPal,South,0.1,163.76,Kitchen,Male,West,Silver
O256565,C00039,P0020,3,36.26,2025-07-06,Delayed,Bank Transfer,West,0.2,87.02,Cleaning,Other,South,Silver
O504799,C00220,P0028,3,42.43,2025-07-06,Delayed,Credit Card,East,0.05,120.93,Outdoors,Female,East,Gold
O887101,C00118,P0030,1,24.51,2025-07-06,Delivered,PayPal,South,0.2,19.61,Cleaning,Male,East,Silver
O142363,C00295,P0018,3,38.94,2025-07-06,Delivered,Bank Transfer,West,0.2,93.46,Storage,Other,North,Bronze
O316866,C00490,P0008,1,17.68,2025-07-06,Cancelled,PayPal,South,0.1,15.91,Storage,Male,North,Silver
O225096,C00389,P0020,2,21.71,2025-07-06,Cancelled,Credit Card,East,0.1,39.08,Cleaning,Female,Central,Gold
O648880,C00333,P0023,4,24.48,2025-07-06,Delayed,Bank Transfer,Central,0.0,97.92,Outdoors,Female,South,Bronze
O394953,C00244,P0008,2,32.83,2025-07-06,Cancelled,Bank Transfer,East,0.15,55.81,Storage,Male,West,Bronze
O847031,C00008,P0021,3,28.78,2025-07-06,Cancelled,Credit Card,West,0.15,73.39,Kitchen,Male,Central,Gold
O264112,C00426,P0004,4,49.21,2025-07-06,Delayed,Bank Transfer,South,0.15,167.31,Kitchen,Male,East,Gold
O400679,C00322,P0001,3,48.45,2025-07-06,Cancelled,Bank Transfer,Central,0.15,123.55,Storage,Male,South,Gold
O661637,C00301,P0009,4,41.61,2025-07-06,Delayed,Bank Transfer,West,0.2,133.15,Outdoors,Female,Central,Gold
O752154,C00008,P0027,1,45.98,2025-07-06,Cancelled,PayPal,East,0.0,45.98,Outdoors,Male,Central,Gold
O873847,C00202,P0015,4,45.93,2025-07-06,Cancelled,Credit Card,South,0.0,183.72,Storage,Female,Central,Bronze
O423983,C00399,P0007,2,13.15,2025-07-06,Delivered,Bank Transfer,West,0.1,23.67,Personal Care,Male,North,Bronze
O634273,C00353,P0006,5,21.98,2025-07-06,Delivered,Bank Transfer,North,0.15,93.42,Cleaning,Other,West,Gold
O763361,C00058,P0022,3,20.49,2025-07-06,Delivered,Credit Card,Central,0.15,52.25,Cleaning,Male,West,Gold
O845877,C00219,P0027,3,30.0,2025-07-06,Delayed,Credit Card,South,0.1,81.0,Outdoors,Female,South,Silver
O563674,C00245,P0012,1,49.15,2025-07-06,Delayed,Credit Card,East,0.1,44.24,Cleaning,Male,North,Gold
O372066,C00181,P0002,4,13.69,2025-07-06,Delivered,Bank Transfer,East,0.2,43.81,Cleaning,Other,South,Bronze
O806940,C00348,P0024,1,9.17,2025-07-06,Delayed,Credit Card,East,0.15,7.79,Storage,Female,West,Gold
O439186,C00330,P0017,2,31.25,2025-07-06,Delivered,Credit Card,South,0.15,53.12,Personal Care,Other,West,Bronze
O220514,C00459,P0001,3,8.48,2025-07-06,Delivered,Credit Card,South,0.1,22.9,Storage,Female,North,Gold
O284603,C00036,P0023,1,49.06,2025-07-06,Delayed,Credit Card,Central,0.0,49.06,Outdoors,Male,West,Bronze
O923787,C00064,P0021,4,40.88,2025-07-06,Delayed,Credit Card,South,0.1,147.17,Kitchen,Female,Central,Gold
O313314,C00228,P0025,3,33.99,2025-07-06,Delayed,PayPal,East,0.05,96.87,Cleaning,Male,North,Silver
O571969,C00193,P0019,5,34.53,2025-07-06,Delayed,Credit Card,West,0.1,155.39,Kitchen,Female,South,Gold
O467072,C00215,P0024,1,11.57,2025-07-06,Delivered,Credit Card,West,0.1,10.41,Storage,Male,North,Gold
O486171,C00418,P0007,5,30.72,2025-07-06,Delayed,PayPal,North,0.0,153.6,Personal Care,Male,North,Gold
O946587,C00189,P0016,5,27.66,2025-07-06,Delivered,Credit Card,East,0.1,124.47,Cleaning,Male,North,Bronze
O303945,C00271,P0004,2,41.47,2025-07-06,Delivered,Bank Transfer,West,0.0,82.94,Kitchen,Female,West,Silver
O375438,C00404,P0026,4,8.69,2025-07-06,Delivered,PayPal,West,0.05,33.02,Storage,Male,East,Gold
O770708,C00071,P0014,1,12.48,2025-07-06,Delivered,Credit Card,South,0.05,11.86,Outdoors,Male,Central,Gold
O889741,C00225,P0010,2,9.9,2025-07-06,Delayed,Credit Card,Central,0.0,19.8,Cleaning,Female,South,Gold
O103714,C00132,P0027,2,34.96,2025-07-06,Delayed,Bank Transfer,South,0.05,66.42,Outdoors,Female,South,Bronze
O518602,C00220,P0021,3,31.63,2025-07-06,Delayed,Credit Card,Central,0.1,85.4,Kitchen,Female,East,Gold
O255251,C00120,P0017,1,15.24,2025-07-06,Delayed,PayPal,Central,0.2,12.19,Personal Care,Female,West,Gold
O579838,C00281,P0022,5,17.39,2025-07-06,Delivered,Credit Card,West,0.0,86.95,Cleaning,Other,East,Bronze
O978719,C00379,P0019,3,45.68,2025-07-06,Delayed,Credit Card,East,0.15,116.48,Kitchen,Male,North,Gold
O196860,C00038,P0029,2,45.88,2025-07-06,Cancelled,PayPal,North,0.1,82.58,Cleaning,Female,East,Gold
O500840,C00368,P0026,2,13.68,2025-07-06,Cancelled,Credit Card,East,0.1,24.62,Storage,Female,East,Silver
O837068,C00227,P0004,4,40.89,2025-07-06,Delivered,Bank Transfer,North,0.1,147.2,Kitchen,Male,East,Bronze
O454402,C00429,P0021,2,49.68,2025-07-06,Delivered,Credit Card,Central,0.1,89.42,Kitchen,Female,Central,Bronze
O536999,C00313,P0029,2,26.65,2025-07-06,Delivered,PayPal,West,0.2,42.64,Cleaning,Male,East,Bronze
O946744,C00365,P0007,5,36.0,2025-07-06,Delivered,Credit Card,West,0.15,153.0,Personal Care,Male,West,Silver
O982650,C00254,P0008,1,24.92,2025-07-06,Delayed,Credit Card,Central,0.1,22.43,Storage,Unknown,Unknown,Unknown
O173065,C00019,P0011,1,23.24,2025-07-06,Delivered,PayPal,East,0.1,20.92,Kitchen,Female,East,Gold
O466371,C00312,P0010,5,46.78,2025-07-06,Delayed,Bank Transfer,West,0.1,210.51,Cleaning,Other,North,Gold
O929417,C00100,P0026,5,26.38,2025-07-06,Delayed,Bank Transfer,North,0.1,118.71,Storage,Male,South,Gold
O353141,C00252,P0011,4,8.76,2025-07-06,Cancelled,Credit Card,North,0.2,28.03,Kitchen,Unknown,North,Bronze
O748263,C00023,P0021,5,10.55,2025-07-06,Cancelled,Credit Card,Central,0.2,42.2,Kitchen,Male,East,Gold
O247608,C00378,P0026,2,26.18,2025-07-06,Delivered,Bank Transfer,East,0.0,52.36,Storage,Male,South,Gold
O753103,C00006,P0001,5,16.32,2025-07-06,Cancelled,Credit Card,North,0.05,77.52,Storage,Male,Central,Bronze
O655082,C00110,P0019,4,20.94,2025-07-06,Delayed,PayPal,West,0.1,75.38,Kitchen,Female,South,Gold
O403506,C00436,P0001,1,25.61,2025-07-06,Cancelled,Bank Transfer,North,0.2,20.49,Storage,Female,North,Gold
O576803,C00045,P0023,2,29.77,2025-07-06,Delivered,PayPal,Central,0.0,59.54,Outdoors,Female,West,Bronze
O273741,C00404,P0014,5,49.75,2025-07-06,Delayed,PayPal,East,0.05,236.31,Outdoors,Male,East,Gold
O508430,C00171,P0027,5,13.15,2025-07-06,Delayed,PayPal,South,0.2,52.6,Outdoors,Male,Central,Silver
O716730,C00438,P0015,2,18.55,2025-07-06,Delivered,Credit Card,West,0.15,31.54,Storage,Other,Central,Gold
O566852,C00279,P0004,1,20.03,2025-07-06,Delayed,PayPal,West,0.15,17.03,Kitchen,Other,West,Gold
O505168,C00026,P0010,1,32.73,2025-07-06,Cancelled,Credit Card,West,0.1,29.46,Cleaning,Female,North,Gold
O140828,C00109,P0012,2,8.14,2025-07-06,Delivered,Credit Card,East,0.05,15.47,Cleaning,Other,East,Bronze
O799857,C00311,P0027,3,46.3,2025-07-06,Delivered,Credit Card,East,0.1,125.01,Outdoors,Male,North,Gold
O946296,C00143,P0016,2,23.05,2025-07-06,Delayed,Credit Card,East,0.2,36.88,Cleaning,Other,Central,Gold
O908612,C00371,P0029,5,20.94,2025-07-06,Delayed,PayPal,Central,0.0,104.7,Cleaning,Other,North,Silver
O553559,C00014,P0020,2,13.78,2025-07-06,Cancelled,Credit Card,Central,0.1,24.8,Cleaning,Other,Central,Gold
O498312,C00085,P0004,3,38.25,2025-07-06,Delayed,Bank Transfer,East,0.05,109.01,Kitchen,Male,South,Gold
O655380,C00249,P0015,4,30.16,2025-07-06,Delivered,PayPal,Central,0.2,96.51,Storage,Male,South,Gold
O740995,C00392,P0018,5,43.75,2025-07-06,Cancelled,PayPal,North,0.05,207.81,Storage,Female,West,Gold
O818472,C00062,P0021,2,48.35,2025-07-06,Delivered,Credit Card,North,0.15,82.2,Kitchen,Male,West,Gold
O154830,C00173,P0012,1,41.12,2025-07-06,Delivered,Credit Card,North,0.1,37.01,Cleaning,Female,West,Gold
O271336,C00162,P0008,2,26.24,2025-07-06,Delivered,Credit Card,Central,0.1,47.23,Storage,Female,West,Silver
O872789,C00459,P0002,5,30.28,2025-07-06,Delivered,Credit Card,North,0.2,121.12,Cleaning,Female,North,Gold
O804709,C00417,P0015,2,28.46,2025-07-06,Delayed,Bank Transfer,South,0.2,45.54,Storage,Female,Central,Gold
O973873,C00069,P0025,5,38.76,2025-07-06,Cancelled,Credit Card,West,0.0,193.8,Cleaning,Female,North,Gold
O221811,C00294,P0023,2,40.17,2025-07-06,Delayed,Credit Card,North,0.1,72.31,Outdoors,Male,West,Gold
O983756,C00470,P0023,1,43.7,2025-07-06,Delayed,PayPal,South,0.0,43.7,Outdoors,Female,North,Silver
O708737,C00116,P0021,3,13.71,2025-07-06,Delayed,PayPal,North,0.15,34.96,Kitchen,Female,East,Silver
O684768,C00370,P0030,1,19.77,2025-07-06,Delayed,Bank Transfer,Central,0.05,18.78,Cleaning,Female,East,Gold
O499914,C00283,P0018,3,36.67,2025-07-06,Delayed,Bank Transfer,West,0.0,110.01,Storage,Female,East,Gold
O437187,C00382,P0005,2,31.47,2025-07-06,Delayed,PayPal,North,0.1,56.65,Personal Care,Female,East,Gold
O507343,C00362,P0011,4,45.21,2025-07-06,Delayed,Credit Card,East,0.2,144.67,Kitchen,Male,East,Gold
O419691,C00034,P0010,1,26.41,2025-07-06,Delayed,Bank Transfer,West,0.0,26.41,Cleaning,Female,Central,Gold
O772829,C00247,P0030,5,39.57,2025-07-06,Cancelled,Credit Card,West,0.2,158.28,Cleaning,Female,East,Silver
O994991,C00180,P0025,3,16.53,2025-07-06,Delayed,Credit Card,West,0.1,44.63,Cleaning,Other,West,Gold
O450313,C00032,P0013,5,31.23,2025-07-06,Delayed,Bank Transfer,West,0.15,132.73,Cleaning,Female,East,Gold
O966237,C00208,P0010,3,24.04,2025-07-06,Delivered,PayPal,South,0.1,64.91,Cleaning,Female,East,Silver
O779307,C00116,P0016,2,29.14,2025-07-06,Delivered,Bank Transfer,West,0.0,58.28,Cleaning,Female,East,Silver
O964071,C00363,P0002,1,36.2,2025-07-06,Delayed,PayPal,West,0.05,34.39,Cleaning,Male,West,Gold
O982312,C00170,P0008,3,22.12,2025-07-06,Cancelled,Bank Transfer,East,0.2,53.09,Storage,Male,West,Gold
O800970,C00301,P0004,5,46.88,2025-07-06,Delayed,Bank Transfer,South,0.05,222.68,Kitchen,Female,Central,Gold
O479336,C00021,P0016,4,16.37,2025-07-06,Cancelled,Credit Card,Central,0.15,55.66,Cleaning,Male,South,Silver
O245775,C00206,P0010,3,44.87,2025-07-06,Delivered,PayPal,East,0.0,134.61,Cleaning,Other,East,Gold
O473989,C00300,P0004,1,25.25,2025-07-06,Cancelled,PayPal,South,0.1,22.72,Kitchen,Female,East,Bronze
O495812,C00080,P0024,2,16.32,2025-07-06,Delayed,Bank Transfer,West,0.2,26.11,Storage,Female,North,Bronze
O976586,C00461,P0014,4,22.64,2025-07-06,Delivered,PayPal,Central,0.1,81.5,Outdoors,Female,South,Silver
O120610,C00192,P0018,2,45.6,2025-07-06,Cancelled,Credit Card,North,0.0,91.2,Storage,Female,West,Gold
O164480,C00311,P0010,3,49.13,2025-07-06,Cancelled,Credit Card,East,0.15,125.28,Cleaning,Male,North,Gold
O147906,C00026,P0030,1,36.03,2025-07-06,Cancelled,Credit Card,North,0.1,32.43,Cleaning,Female,North,Gold
O424743,C00215,P0029,4,44.39,2025-07-06,Delayed,PayPal,Central,0.15,150.93,Cleaning,Male,North,Gold
O277077,C00023,P0004,3,41.19,2025-07-06,Cancelled,Bank Transfer,North,0.1,111.21,Kitchen,Male,East,Gold
O842283,C00431,P0005,4,21.36,2025-07-06,Delivered,Credit Card,West,0.15,72.62,Personal Care,Female,Central,Gold
O570639,C00177,P0019,3,12.41,2025-07-06,Cancelled,Bank Transfer,South,0.2,29.78,Kitchen,Female,West,Gold
O591895,C00433,P0010,2,12.37,2025-07-06,Cancelled,Credit Card,Central,0.05,23.5,Cleaning,Female,Central,Silver
O699325,C00436,P0018,5,28.47,2025-07-06,Delayed,Credit Card,Central,0.1,128.12,Storage,Female,North,Gold
O205689,C00455,P0029,3,34.05,2025-07-06,Delayed,Bank Transfer,Central,0.2,81.72,Cleaning,Male,South,Silver
O499588,C00028,P0017,3,21.72,2025-07-06,Delayed,Credit Card,East,0.2,52.13,Personal Care,Female,North,Gold
O255446,C00030,P0007,5,41.97,2025-07-06,Delayed,Credit Card,Central,0.2,167.88,Personal Care,Male,North,Gold
O632407,C00372,P0023,3,24.61,2025-07-06,Delivered,PayPal,East,0.1,66.45,Outdoors,Unknown,Unknown,Unknown
O838485,C00459,P0022,3,20.29,2025-07-06,Delayed,Credit Card,North,0.1,54.78,Cleaning,Female,North,Gold
O401145,C00023,P0016,4,36.56,2025-07-06,Delivered,Bank Transfer,Central,0.05,138.93,Cleaning,Male,East,Gold
O532481,C00205,P0025,2,45.26,2025-07-06,Delayed,Bank Transfer,North,0.05,85.99,Cleaning,Female,East,Silver
O568667,C00469,P0002,1,22.79,2025-07-06,Delivered,Bank Transfer,East,0.0,22.79,Cleaning,Female,North,Silver
O714224,C00128,P0007,2,18.66,2025-07-06,Delivered,Bank Transfer,East,0.1,33.59,Personal Care,Male,East,Silver
O894863,C00066,P0025,5,26.38,2025-07-06,Cancelled,Credit Card,South,0.1,118.71,Cleaning,Other,South,Gold
O334802,C00369,P0010,2,20.32,2025-07-06,Delayed,Bank Transfer,East,0.05,38.61,Cleaning,Other,West,Bronze
O780195,C00499,P0025,4,30.55,2025-07-06,Delivered,PayPal,Central,0.0,122.2,Cleaning,Female,North,Gold
O446027,C00272,P0003,5,29.65,2025-07-06,Delivered,Bank Transfer,North,0.1,133.43,Cleaning,Female,South,Silver
O752588,C00001,P0025,4,13.5,2025-07-06,Delivered,PayPal,West,0.05,51.3,Cleaning,Male,Central,Silver
O731373,C00317,P0014,5,14.66,2025-07-06,Cancelled,Credit Card,Central,0.05,69.63,Outdoors,Female,South,Gold
O171618,C00235,P0006,2,10.97,2025-07-06,Cancelled,Credit Card,Central,0.2,17.55,Cleaning,Other,South,Silver
O564953,C00190,P0026,4,25.86,2025-07-06,Delivered,Bank Transfer,West,0.0,103.44,Storage,Male,Central,Gold
O732825,C00023,P0013,1,22.94,2025-07-06,Delayed,Credit Card,North,0.15,19.5,Cleaning,Male,East,Gold
O149508,C00461,P0028,3,29.01,2025-07-06,Delayed,PayPal,East,0.15,73.98,Outdoors,Female,South,Silver
O397067,C00129,P0005,1,43.68,2025-07-06,Delayed,PayPal,South,0.05,41.5,Personal Care,Female,West,Gold
O481064,C00385,P0007,3,41.34,2025-07-06,Delivered,Credit Card,West,0.0,124.02,Personal Care,Male,South,Gold
O711288,C00215,P0030,3,29.57,2025-07-06,Cancelled,PayPal,Central,0.1,79.84,Cleaning,Male,North,Gold
